"","experimental_mz","adduct_ion","full_name","short_name","theory_mz","molecular_mass"
"1",400.341886086559,"[M+H]+","O-palmitoylcarnitine","AcylCarnitine 16:0",400.34213547,399.334859
"2",510.356422351432,"[M+H]+","PC(17:0/0:0)","LPC 17:0",510.35541847,509.348142
"3",524.371574765238,"[M+H]+","PC(0:0/18:0)","LPC 18:0",524.37106847,523.363792
"4",758.570523424872,"[M+H]+","
PC(12:0/22:2(13Z,16Z))","PC 34:2",758.56943347,757.562157
"5",768.552886259093,"[M+H]+","
PC(13:0/22:4(7Z,10Z,13Z,16Z))","PC 35:4",768.55378347,767.546507
"6",782.570269962599,"[M+H]+","
PC(14:0/22:4(7Z,10Z,13Z,16Z))","PC 36:4(a\b)",782.56943347,781.562157
"7",768.552886259093,"[M+H]+","PE(16:0/22:4(7Z,10Z,13Z,16Z))","PE 38:4",768.55378347,767.546507
"8",790.559326274891,"[M+H]+","PS(14:0/22:1(11Z))","PS 36:1",790.55926347,789.551987
"9",863.689991230699,"[M+H]+","Coenzyme Q10","Ubiquinone",863.69118647,862.68391
"10",750.587379870301,"[M+Na]+","GlcCer(d18:1/18:0)","Hex1Cer(d18:1/18:0)",750.585988,727.596219
"11",778.617092038172,"[M+Na]+","
N-(eicosanoyl)-1-β-glucosyl-sphing-4-enine","Hex1Cer(d18:1/20:0)",778.617288,755.627519
"12",728.522028177419,"[M+Na]+","
PC(10:0/20:0)","PC 30:0",728.520626,705.530857
"13",742.535265191534,"[M+Na]+","PC(10:0/21:0)","PC 31:0 (a\b)",742.536276,719.546507
"14",790.537681573869,"[M+Na]+","
PC(13:0/22:4(7Z,10Z,13Z,16Z))","PC 35:4",790.536276,767.546507
"15",804.553472266906,"[M+Na]+","
PC(14:0/22:4(7Z,10Z,13Z,16Z))","PC 36:4(a\b)",804.551926,781.562157
"16",754.536560202953,"[M+Na]+","
PE(13:0/22:1(11Z))","PE 35:1",754.536276,731.546507
"17",768.552886259093,"[M+Na]+","PE(14:0/22:1(11Z))","PE 36:1",768.551926,745.562157
"18",790.537681573869,"[M+Na]+","PE(16:0/22:4(7Z,10Z,13Z,16Z))","PE 38:4",790.536276,767.546507
"19",799.547072664682,"[M+Na]+","
PG(14:1(9Z)/22:0)","PG 36:1",799.546507,776.556738
"20",797.531468323651,"[M+Na]+","PG(14:0/22:2(13Z,16Z))","PG 36:2",797.530857,774.541088
